game_id,white_player,black_player,white_elo,black_elo,game_started_at,game_ended_at,moves,winner,status,eco,name_of_opening,game_duration,num_of_moves
nDopvSoQ,BlindfoldedNoob,dimke1997,2389,2432,2017-10-25 22:50:27.817000+00:00,2017-10-25 22:56:00.499000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 Nf3 b6 O-O Bb7 Bd2 cxd4 exd4 d5 cxd5 Nxd5 Re1 Be7 a3 Nd7 Rc1 N7f6 Ne5 Rc8 Qa4 Nxc3 bxc3 Qd5 f3 a6 Be3 b5 Qa5 Qd8 Qxd8 Rfxd8 a4 Nd5 axb5 axb5 Bd2 b4 c4 Nc3 Be3 Bf6 f4 Ba6 c5 Bxd3 Nxd3 Bxd4 Nxb4 Bxc5 Rxc3 Bxb4 Rxc8 Rxc8 Rb1 Bf8 Kf2 g6 Kf3 h5 h3 Bg7 g4 hxg4+ hxg4 Rc3 Ke4 Rc4+ Kd3 Ra4 Rb8+ Kh7 Rb7 Kg8 Rb8+ Kh7 Rb7 Kg8 Rb8+,draw,draw,E47,"Nimzo-Indian Defense: Normal Variation, Bishop Attack",0 days 00:05:32.682000,43
S9UjaXxp,dimke1997,BlindfoldedNoob,2422,2399,2017-10-25 22:45:18.914000+00:00,2017-10-25 22:50:23.089000+00:00,d4 Nf6 Nf3 e6 c4 b6 a3 Bb7 Nc3 d5 Bf4 Nbd7 e3 Bd6 Bg3 O-O Qc2 Rc8 Rd1 Qe7 Bd3 dxc4 Bxc4 c5 O-O Bxg3 hxg3 cxd4 Rxd4 e5 Rh4 e4 Nd2 Ne5 Be2 Ng6 Rh3 Rfd8 Nb3 Nd5 Nd4 Nxc3 bxc3 Bd5 Qa4 Rxc3 Rh5 Rc5 Rd1 Rdc8 Nf5 Qf6 Nh6+ gxh6 Rhxd5 Qe6 Qd4 Rxd5 Qxd5 Qxd5 Rxd5 Rc3 a4 Ra3 Bb5 a6 Bxa6 Rxa4 Bb5 Kg7 Bxa4,white,resign,E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",0 days 00:05:04.175000,35
sAZqQ0QM,Mohikanac,dimke1997,2333,2435,2017-10-25 12:58:45.285000+00:00,2017-10-25 13:02:41.540000+00:00,d4 Nf6 Nf3 g6 h4 h6 c4 Bg7 Nc3 d5 c5 Nc6 Ne5 O-O f4 Ne4 e3 Nxe5 fxe5 f6 Bd3 fxe5 Nxe4 dxe4 Bxe4 exd4 Bxg6 Qd5 Qb3 Be6 Qxd5 Bxd5 e4 Bc6 Bd2 Rad8 Bf5 Kh8 O-O-O e6 Bg6 Rf2 g4 d3 g5 Rd4 gxh6 Rc4+ Kb1 Bd4 Rhf1 Rc2 Rxf2 Bxf2 Bc3+ Kg8 h7+,white,resign,A48,East Indian Defense,0 days 00:03:56.255000,28
BGqhRKso,dimke1997,Tacticotacotac,2427,2358,2017-10-24 23:48:33.105000+00:00,2017-10-24 23:54:22.823000+00:00,d4 f5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 d6 Nc3 Nc6 d5 Ne5 Nxe5 dxe5 Qb3 e4 c5 Kh8 Rd1 h6 Bd2 g5 Rac1 a6 Be1 Qe8 Na4 Qh5 Ba5 e3 f3 f4 Bxc7 Bh3 Be5 fxg3 hxg3 Ne4 Bxg7+ Kxg7 Qxe3 Nf6 c6 g4 f4 Bxg2 Kxg2 Nxd5 Qd4+ Nf6 c7 Qh3+ Kf2 Qh2+ Kf1 Qh3+ Ke1 Qxg3+ Qf2 Qh3 Nb6 g3 Qg1 g2 c8=Q Raxc8 Rxc8 Ne4 Rd3 Qh4+ Kd1 Nf2+ Kc2 Rxc8+ Nxc8 Nxd3 Qxg2+ Kf7 Qd5+ e6 Qxd3,white,outoftime,A89,"Dutch Defense: Leningrad Variation, Matulovic Variation",0 days 00:05:49.718000,42
U0aS5oyo,tamik,dimke1997,2430,2438,2017-10-24 11:12:50.276000+00:00,2017-10-24 11:16:47.332000+00:00,e4 c5 Nf3 d6 c3 Nf6 Bd3 Nc6 O-O g6 Re1 Bg7 Bc2 O-O h3 e5 d3 b5 a4 b4 Nbd2 Be6 Nf1 h6 Ne3 bxc3 bxc3 d5 Ba3 Re8 Bxc5 Qa5 exd5 Nxd5 Nxd5 Bxd5 d4 Qxc3 Re3 Qa5 Rc1 exd4 Rxe8+ Rxe8 Bb3 Bxf3 Qxf3 Re1+ Kh2 Ne5 Qa8+ Kh7 Rxe1 Qxe1 Bxd4 Nf3+ Qxf3,white,resign,B50,Sicilian Defense: Delayed Alapin,0 days 00:03:57.056000,28
7K0Yby4D,dimke1997,abricot,2448,2442,2017-10-24 10:53:35.915000+00:00,2017-10-24 10:55:27.495000+00:00,d4 Nf6 Nf3 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 g6 Bf4 a6 Nd2 b5 a4 b4 Nce4 Nxe4 Nxe4 f5 Bg5 Be7 Bxe7 Qxe7 Nd2 O-O g3 Nd7 Nc4 Ne5 Nb6 Rb8 a5 Nf3#,black,mate,A61,Benoni Defense,0 days 00:01:51.580000,18
VXydg7RA,Peaudepailles,dimke1997,2503,2436,2017-10-24 10:32:28.581000+00:00,2017-10-24 10:37:49.145000+00:00,d4 Nf6 f3 g6 e4 d6 Nc3 c6 Be3 b5 Qd2 a5 Bd3 b4 Nd1 Ba6 Ne2 Bg7 Nf2 O-O Bh6 Nbd7 h4 Bxd3 Nxd3 e5 h5 Qe7 Bxg7 Kxg7 hxg6 fxg6 Qh6+ Kg8 g4 c5 dxe5 dxe5 O-O-O c4 Nf2 c3 Ng3 a4 g5 Nh5 Rxh5 gxh5 Nf5 Qf7 g6 hxg6 Rg1 Ra6 Nd3 b3 cxb3 axb3 a3 Rc8 Kb1 cxb2 Kxb2 Rc2+ Kb1 Nf8 Nxe5 Qf6 f4 Rxa3 Qg5 Ra1+ Kxa1 Qa6+ Kb1 Qa2#,black,mate,A45,Paleface Attack,0 days 00:05:20.564000,38
PpJJ0bk3,dimke1997,Peaudepailles,2445,2494,2017-10-24 10:31:38.636000+00:00,2017-10-24 10:32:21.912000+00:00,d4 Nf6 Nf3 c5 d5 a6 a4 e6 Nc3 exd5 Nxd5 Nxd5 Qxd5 Nc6 e4 Nb4 Qh5 d5 Bd3 c4,black,resign,A43,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",0 days 00:00:43.276000,10
E42JTBJu,Peaudepailles,dimke1997,2506,2432,2017-10-24 10:25:48.166000+00:00,2017-10-24 10:31:36.855000+00:00,d4 Nf6 f3 d5 e4 dxe4 Nc3 e3 Bxe3 e6 Bd3 b6 Nge2 Bb7 O-O Be7 Qe1 O-O Qh4 Nbd7 Bg5 h6 Bxh6 gxh6 Qxh6 Re8 Qg5+ Kh8 Qh6+ Kg8 Qg5+ Kh8 Qh4+ Kg8 Ng3 Nf8 Rad1 Kg7 Qg5+ Ng6 Bxg6 fxg6 Rfe1 Bd6 f4 Nd5 Qg4 Nf6 Qh4 Rh8 Qg5 Nd5 Qg4 Nxf4 d5 Rh4 Qf3 Qf6 Nge4 Nh3+ Qxh3 Rxh3 Nxf6 Rxc3 Ng4 Rxc2 Rxe6 Rf8 h4 Bxd5 Rxd6 cxd6 Rxd5 Rxb2 Rxd6 Rxa2 Ne5 Rf6 Rd7+ Kg8 Ng4 Re6 Nh6+ Kf8 Rb7 a6 Kh2 b5 Kh3 Ra4 Ng4 Ree4 g3 Rxg4 Rb8+ Kg7 Rb7+ Kh6 Rb8 Rgd4 h5 g5 Rh8+ Kg7 Rb8 Rd1 Rb7+ Kf6 Rb6+ Kf5 Rb8 g4+ Kg2 Ra2#,black,mate,D00,Blackmar-Diemer Gambit Declined: Langeheinicke Defense,0 days 00:05:48.689000,57
AOrAN2Xo,dimke1997,Peaudepailles,2441,2498,2017-10-24 10:21:47.513000+00:00,2017-10-24 10:25:43.885000+00:00,d4 Nf6 Nf3 c5 d5 a6 a4 e6 Nc3 exd5 Nxd5 Nxd5 Qxd5 Nc6 e4 d6 Bc4 Be6 Qd3 Nb4 Qe2 Bxc4 Qxc4 d5 exd5 Qxd5 Qe2+ Qe6 Qxe6+ fxe6 Kd1 O-O-O+ Bd2 Be7 Kc1 Bf6 Ra3 Nd5 Re1 Rhe8 Ne5 Bxe5 Rxe5 Kd7 Rg3 g6 Rh3 h5 Rf3 Rf8 Rxf8 Rxf8 f3 Rf5 Re2 b5 axb5 axb5 Be1 Nf4 Rd2+ Rd5 g3 Rxd2 Kxd2 Nd5 Bf2 Kd6 c3 c4 f4 Ne7 Bd4 Kd5 Ke3 Nf5+ Kf3 Nxd4+,black,resign,A43,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",0 days 00:03:56.372000,39
8fxtOkWQ,Peaudepailles,dimke1997,2510,2428,2017-10-24 10:15:26.934000+00:00,2017-10-24 10:21:43.296000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 d6 Bg5 Nbd7 e3 b6 Nf3 Bb7 Be2 c5 Qd3 Rc8 Rd1 Be4 Qd2 h6 Bh4 d5 cxd5 exd5 dxc5 Nxc5 O-O a5 Nd4 Ne6 Rc1 Rc5 b4 axb4 axb4 Rxc1 Rxc1 Ng5 b5 Qd6 Nc6 Ra8 Bg3 Qa3 Be5 Nd7 Bd4 Ne6 h3 Ndc5 Bxc5 Nxc5 Qc3 Qxc3 Rxc3 Ra1+ Kh2 Ra2 Bf3 Rxf2 Bxe4 dxe4 Rc4 f5 Rd4 f4 exf4 e3 Rd8+ Kf7 Ne5+ Ke7 Rb8 e2 Ng6+ Kf6 Rxb6+ Ne6 Ne5 e1=Q Nd3 Qe3 Nxf2 Qxb6 Ng4+ Ke7 Ne5 Qxb5 Nf3 Qd5 Kg3 Qe4 Kf2 Qxf4 Ke2 Qe4+ Kf2 Nd4 Nh2 Qe2+ Kg3 Qe3+ Kg4 Nf5 Nf3 Qf2 Kf4 g6 Ke5 Nd6 Kd5 Qe3 Nd4 Qe4+ Kc5 Qxd4+ Kc6 Nf5 Kc7 Kf6,black,outoftime,E32,Nimzo-Indian Defense: Classical Variation,0 days 00:06:16.362000,63
r2W9KFUQ,dimke1997,dmitrisilver,2418,2391,2017-10-23 19:39:02.724000+00:00,2017-10-23 19:43:14.623000+00:00,d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 Qc2 dxc4 Bxc4 b5 Be2 Bb7 O-O a6 a4 b4 Ne4 Rc8 Nc5 Bxc5 dxc5 Qa5 Bd2 Nxc5 Qc4 Nd5 e4 Nb6 Qd4 Nb3 Qxg7 Nxa1 Qxh8+ Kd7 Qd4+ Ke8 Rxa1 c5 Qf6 Bxe4 Bg5 Nd5 Qe5 Bg6 Bc4 Ne7 Rd1 Kf8 Bh6+ Ke8 Qh8+ Ng8 Qxg8+ Ke7 Bg5+ f6 Qxe6+ Kf8 Bh6#,white,mate,D45,Semi-Slav Defense: Stoltz Variation,0 days 00:04:11.899000,31
J27ZSgVu,Chaozu,dimke1997,2374,2409,2017-10-22 22:57:42.066000+00:00,2017-10-22 23:02:37.651000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bc4 e6 Be3 Be7 Qe2 Bd7 O-O-O Rc8 Bb3 Na5 g4 Rxc3 bxc3 Nxe4 Kb2 d5 f3 Nd6 Bf4 Ndc4+ Ka1 O-O h4 Qb6 Rb1 Qc5 Rhe1 Na3 Rb2 Qxc3 Be5 N5c4 Nc6 Bf6 Bxc3 Bxc3 Ne7+ Kh8 Bxc4 Nxc4 Rb1 Re8 Qd3 Bxb2+ Rxb2 Nxb2 Kxb2 Rxe7 Qa3 Re8 Qxa7 Bc6 f4 f6 g5 e5 gxf6 gxf6 fxe5 fxe5 Qf2 Kg7 Qg3+ Kf7 h5 e4 h6 e3 Qf4+ Kg6,black,resign,B89,Sicilian Defense: Velimirovic Attack,0 days 00:04:55.585000,40
fMECmrUg,sewin16,dimke1997,2456,2397,2017-10-22 18:52:40.926000+00:00,2017-10-22 18:57:49.870000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 a6 O-O-O h6 Be3 Be7 Be2 Nxd4 Bxd4 e5 Be3 Be6 Kb1 Rc8 f4 Qa5 f5 Bd7 Bf3 Bc6 Nd5 Qxd2 Nxf6+ Bxf6 Rxd2 Ke7 Rhd1 Rhd8 Bb6 Rd7 c4 Bg5 Rd3 Ba4 b3 Bc6 a4 Ke8 Ka2 Bd8 Bxd8 Rcxd8 Ka3 a5 h4 Ke7 g4 g6 fxg6 fxg6 b4 axb4+ Kxb4 Rf8 g5 h5 Bg2 Rf4 Rf3 Rxf3 Bxf3 Rd8 Rf1 Rf8 Bg2 Rxf1 Bxf1 Bxe4 Kb5 Bc6+ Ka5 Ke6 Kb4 Kf5 Bh3+ Kf4 Be6 e4 Kc3 e3 Bf7 Be4 a5 Kf3,black,resign,B66,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Early Deviations",0 days 00:05:08.944000,48
tQMpX9Jj,dimke1997,infinitochess,2387,2363,2017-10-22 18:46:04.910000+00:00,2017-10-22 18:51:39.895000+00:00,d4 Nf6 Nf3 c5 d5 d6 Nc3 g6 e4 Bg7 Bb5+ Bd7 a4 O-O O-O Na6 h3 Nc7 Be2 e6 dxe6 Bxe6 Bf4 d5 Bxc7 Qxc7 Nxd5 Bxd5 exd5 c4 Qd4 Rac8 d6 Qc5 Qxc5 Rxc5 Rad1 Rd8 Rd4 c3 b4 Rc6 Rfd1 Ne8 Rc4 Rxc4 Bxc4 Rxd6 Re1 Rd8 Re7 Nd6 Bb3 h6 g4 Kf8 Re3 Re8 Rd3 Ne4 Kg2 Ke7 Nd4 Rd8 Ne2 Rxd3 cxd3 Nd2 Bc2 Kd6 f4 a5 bxa5 Kc5 Kf2 Bd4+ Kg2 Bg7 Kf2 Kb4 d4 Kxa5 Ke3 Kb4 Kd3 Nf3 Nxc3 Nxd4 Nd5+ Kc5 Ne3 Ne6 f5 Ng5 h4 Nf3 fxg6 fxg6 h5 gxh5 gxh5 Ne5+ Ke4 Nc4 Nf5 Nd6+ Kf4 Nxf5 Bxf5 Bc3 Bd7,white,outoftime,A43,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",0 days 00:05:34.985000,55
xFnVyu6L,dimke1997,capitan_huk,2373,2497,2017-10-21 16:52:56.626000+00:00,2017-10-21 16:57:34.780000+00:00,d4 Nf6 Nf3 g6 c4 Bg7 g3 c5 Bg2 cxd4 Nxd4 O-O O-O Nc6 Nc3 Qb6 Nb3 d6 Be3 Qc7 h3 Be6 Nd2 Rfc8 Rc1 Qd8 Qa4 Nd7 Rfd1 Nc5 Qa3 Qf8 b4 Nd7 b5 Nd8 Nd5 Bxd5 cxd5 b6 Rc6 Nc5 Nb3 Nxc6 dxc6 e6 Qb4 a6 a4 axb5 Nxc5 dxc5 Qxb5 Bd4 Bxd4 cxd4 Qxb6 Rxa4 Rxd4 Ra1+ Kh2 Qe7 Rd7 Qf6 c7 Rc1 Rd8+,white,resign,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",0 days 00:04:38.154000,33
FWzm6VwS,Qf3,dimke1997,2364,2363,2017-10-21 16:47:22.402000+00:00,2017-10-21 16:51:44.947000+00:00,e4 c5 f4 d5 exd5 Nf6 Nc3 Nxd5 Bb5+ Bd7 Qf3 Nxc3 Bxd7+ Qxd7 dxc3 Nc6 Be3 e6 Rd1 Qc7 Ne2 Be7 Ng3 O-O O-O Rad8 f5 Rxd1 Rxd1 Rd8 fxe6 Rxd1+ Qxd1 fxe6 Qf3 Qe5 Ne4 Qd5 h3 Qxa2 Nxc5 Qxb2 Nxe6 Qxc3 Kh1 Qe1+ Kh2 Bd6+ g3 Ne5 Qd5 Ng4+ hxg4 Qxg3+,black,resign,B21,"Sicilian Defense: McDonnell Attack, Tal Gambit",0 days 00:04:22.545000,27
UPUHVFSI,dimke1997,Qf3,2374,2352,2017-10-21 16:43:15.906000+00:00,2017-10-21 16:47:01.537000+00:00,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 O-O Qc2 Nbd7 Bd3 c6 Nf3 Re8 h3 b6 O-O-O Bb7 g4 b5 Kb1 a5 Rc1 a4 Ne2 b4 Qd2 Ne4 Bxe4 dxe4 Bxe7 Qxe7 Ne1 Ba6 Nf4 c5 dxc5 Nxc5 Qxb4 Rec8 Neg2 Rab8 Qa3 Qe5 Rhd1 Nd3 Rxc8+ Rxc8 Nxd3 Bxd3+ Ka1 Qc7 Qc3 Qb7 Qd4 a3 b3 Qc7,black,resign,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",0 days 00:03:45.631000,31
I2XLwvLn,Qf3,dimke1997,2339,2386,2017-10-21 16:39:50.553000+00:00,2017-10-21 16:43:04.382000+00:00,e4 c6 d4 d5 Bd3 dxe4 Bxe4 Nf6 Bf3 Bf5 c3 e6 Qb3 Qb6 Bf4 Nbd7 Nd2 Be7 Nc4 Qxb3 axb3 O-O Na5 Nd5 Bxd5 exd5 Nxb7 Rfe8 Kd2 g5 Bd6 Bf6 Ne2 Re6 Ng3 Bg6 Rhe1 h5 Rxe6 fxe6 Na5 Rc8 Bc5 Nxc5 dxc5 h4 Ne2 g4 Nb7 Bg5+ Kd1 Rf8 Ke1 e5 Nd6 d4 cxd4 exd4 Nxd4 Rf4 Ne6,white,resign,B12,Caro-Kann Defense,0 days 00:03:13.829000,30
LqbiDqWE,Prokofiev,dimke1997,2373,2397,2017-10-18 23:28:21.151000+00:00,2017-10-18 23:30:48.596000+00:00,Nf3 Nf6 c4 e6 g3 a6 Qa4 Be7 Bg2 O-O O-O d5 d4 dxc4 Qxc4 b5 Qc2 Bb7 Bd2 Be4 Qc1 Qc8 Bg5 Nbd7 Qf4 Qb7 Nbd2 Bc6 Nb3 h6 Bxf6 Bxf6 Na5 Qb6 Nxc6 Qxc6 Ne5 Qd6 Bxa8 Rxa8 Nxd7 Qxd7 Rfd1 Rd8 Rac1 c5 dxc5,white,resign,A15,"English Opening: Anglo-Indian Defense, Romanishin Variation",0 days 00:02:27.445000,23
jBqVmJ0z,dimke1997,Prokofiev,2386,2384,2017-10-18 23:24:56.261000+00:00,2017-10-18 23:28:13.675000+00:00,d4 Nf6 Nf3 e6 c4 b6 a3 Ba6 Qb3 Be7 Bg5 c5 d5 exd5 cxd5 Bb7 Nc3 O-O Bf4 d6 e4 Na6 Bd3 Nc7 O-O Nh5 Be3 g6 Nd2 Bf6 Nc4 Bxc3 Qxc3 b5 Na5 Rb8 Be2 Qh4 Bh6 Nf6 Bxf8 Kxf8 g3 Nxe4 gxh4 Nxc3 bxc3 Nxd5 Nxb7 Rxb7 Bf3,white,resign,E12,Queen's Indian Defense: Petrosian Variation,0 days 00:03:17.414000,25
9alWJa0y,dimke1997,Steed28,2383,2514,2017-10-18 23:19:42.301000+00:00,2017-10-18 23:24:39.345000+00:00,d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 a6 O-O c5 Nc3 Nc6 a3 b5 Ba2 Be7 dxc5 Bxc5 Qxd8+ Kxd8 b4 Bd6 Bb2 Ke7 Rfd1 Bb7 Ng5 Ne5 Rd4 Rhd8 Rad1 h6 Nge4 Nxe4 Nxe4 Bxe4 Rxe4 Nc4 Bxc4 bxc4 Red4 Rac8 Bc3 f6 f4 e5 fxe5 Bxe5 Rxd8 Rxd8 Rxd8 Kxd8 Bxe5 fxe5 Kf2 Kd7 Ke2 Kc6 e4 Kb5 Kd2 Ka4 Kc3 Kxa3 Kxc4 Ka4 Kc3 Kb5 Kb3 h5 h4 g6 g3 Kb6 Kc4 Kc6 Kc3 Kb5 Kb3 Kb6 Kc4 Kc6 Kc3 Kb5 Kb3,draw,draw,D27,"Queen's Gambit Accepted: Classical Defense, Main Line",0 days 00:04:57.044000,43
M0SseAhX,ohsusanna,dimke1997,2319,2395,2017-10-18 17:36:06.922000+00:00,2017-10-18 17:42:18.628000+00:00,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Nf3 Be6 c5 Ne4 Bb5 g6 O-O Bg7 Re1 Nxc3 bxc3 O-O Bg5 Na5 Bh4 b6 c6 Rc8 Qa4 a6 Bxa6 Rxc6 Rac1 Qc7 Bxe7 Qxe7 c4 Qd8 c5 bxc5 dxc5 Qc7 Bb5 Rxc5 Rxc5 Qxc5 Qxa5 Bc3 Rc1 Qxf2+ Kxf2 Bxa5 Nd4 Bb6 Ke3 Rc8 Rxc8+ Bxc8 Kd3 Kf8 a4 Ke7 Nb3 Kd6 a5 Ba7 Be8 f6 Bf7 Bf5+ Kc3 Ke5 Kb4 Bd7 Nc5 Bxc5+ Kxc5 d4 a6 Bc8 a7 Bb7 Be8 d3 Bc6 d2 Bxb7 d1=Q a8=Q Qd6+ Kc4 Qd4+ Kb3 Qb6+ Ka4 Qd4+ Kb5 Qd3+ Kc6 Qd6+ Kb5 Qd3+ Kb6 Qd6+ Ka7 Qc5+ Kb8 Qd6+ Kc8 Qc5+ Bc6 Qf8+ Kb7 Qe7+ Kb6 Qb4+ Kc7 Qe7+ Bd7 Qb4 Qf3 Qc5+ Kd8 Qf8+ Kc7 Qd6+ Kc8 Qf8+ Kb7,white,outoftime,B13,"Caro-Kann Defense: Panov Attack, Modern Defense",0 days 00:06:11.706000,64
ILih0pa0,emcel,dimke1997,2404,2406,2017-10-18 15:31:01.292000+00:00,2017-10-18 15:32:47.265000+00:00,e4 c6 Nc3 d5 d3 dxe4 Nxe4 Nd7 Nf3 Ndf6 Bd2 Bg4 Be2 Nxe4 dxe4 Bxf3 Bxf3 e5 O-O Nf6 Bc3 Bd6 Qd2 Qe7 Rad1 O-O-O Qg5 h6 Qf5+ Kb8 Rxd6 g6,white,resign,B10,Caro-Kann Defense,0 days 00:01:45.973000,16
JN7CltWG,dimke1997,zugzwang137,2397,2338,2017-10-18 15:23:32.732000+00:00,2017-10-18 15:28:22.672000+00:00,d4 d5 c4 c6 Nc3 Nf6 e3 Bf5 cxd5 cxd5 Qb3 Nc6 Qxb7 Bd7 Qb3 Rb8 Qd1 e5 Nf3 Bd6 Be2 O-O O-O e4 Nd2 Qc7 f4 exf3 Nxf3 Bg4 g3 Bxg3 hxg3 Qxg3+ Kh1 Nh5 Nh2 f5 Bd2 Qh3 Bxg4 Ng3+ Kg1 fxg4 Rxf8+ Rxf8 Qxg4 Qxg4 Nxg4 h5 Nf2 Ne7 Kg2 h4 e4 dxe4 Ncxe4 Nef5 Nxg3 hxg3 Ng4 Nxd4 Kxg3 Rf3+ Kg2 Rd3 Bc3 Nf5 Ne5 Re3 Re1 Rg3+ Kf2 Rh3 Rg1 Kh7 Rg5 Nd6 Rg4 Rh2+ Kf3 Rh3+ Rg3 Rh2 Rxg7+ Kh6 Ng4+ Kh5 Rh7+ Kg5,white,resign,D10,Slav Defense,0 days 00:04:49.940000,45
oXvosqLN,TheMedarman,dimke1997,2340,2388,2017-10-17 21:18:28.822000+00:00,2017-10-17 21:24:33.098000+00:00,e4 c6 Nf3 d5 Nc3 Bg4 Be2 Nf6 e5 Nfd7 d4 e6 O-O c5 Nb5 Nc6 Bg5 f6 exf6 Nxf6 dxc5 Bxc5 c4 d4 Bxf6 gxf6 Nfxd4 Bxe2 Nxe2 Qxd1 Rfxd1 Ke7 a3 a5 Rd2 Rad8 Rad1 Rxd2 Rxd2 Ne5 b3 Ng4 Ng3 Rd8 Rxd8 Bxf2+ Kf1 Kxd8 Ne4 Bb6 c5 Bc7 h3 Ne3+ Kf2 Nd5 Nbc3 Nxc3 Nxc3 Kd7 b4 axb4 axb4 Kc6 Ke3 b6 cxb6 Bxb6+ Kd3 f5 Kc4 e5 b5+ Kd6 Nd5 Bg1 Nf6 h6 Ng8 Be3 Nf6 Bg5 Nd5 Bd8 g4 fxg4 hxg4 Ba5 Nc3 Bb6 Ne4+ Ke6 Nc5+ Kd6 Ne4+ Ke6 Nc5+ Kf6 Ne4+ Kg6 Nc5 Kg5 Nd7 Bc7 Kd5 Kxg4 Nxe5+ Bxe5 Kxe5 h5 b6 h4,black,outoftime,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",0 days 00:06:04.276000,56
uVINhmmf,pakarma,dimke1997,2342,2379,2017-10-17 21:12:18.019000+00:00,2017-10-17 21:15:48.095000+00:00,e4 c6 d4 d5 f3 e6 Nc3 Nf6 Bg5 Be7 e5 Nfd7 Bxe7 Qxe7 f4 a6 Nf3 c5 dxc5 Nxc5 Bd3 Nc6 O-O f6 exf6 Qxf6 g3 O-O Qe2 b5 Rae1 Bd7 Ne5 Rae8 Nxc6 Bxc6 Qe5 Qxe5 Rxe5 Nd7 Ree1 e5 fxe5 Rxf1+ Bxf1 Nxe5 Bg2 Nf3+ Bxf3 Rxe1+ Kf2 Rc1 Nxd5 Rxc2+ Ke3 Kf8 Nb4 Rxb2 Nxc6 Rxa2 h4 a5 Bd5 Ra3+ Kf4 b4 Nd4 a4 Ne6+ Ke7 Nxg7 b3 Nf5+ Kf8 Be4 b2 Nd4 Ra1 Ne6+ Ke7 Nc5 b1=Q Bxb1 Rxb1 Kg5 a3 Kh6 a2 Kxh7 a1=Q Ne4 Qe5 Ng5 Qf5+ Kh6 Rb6+ Kh5 Kf6 g4 Qg6#,black,mate,B12,Caro-Kann Defense: Maróczy Variation,0 days 00:03:30.076000,50
6IDhpbTh,dimke1997,pakarma,2380,2341,2017-10-17 21:07:11.102000+00:00,2017-10-17 21:12:16.315000+00:00,d4 Nf6 Nf3 d6 c4 Nbd7 g3 e5 Nc3 Be7 Bg2 O-O O-O c6 Qc2 Re8 Rd1 Qc7 h3 Nf8 Be3 Ng6 Rac1 Bf8 dxe5 dxe5 Ng5 Bd7 c5 Rad8 Nge4 Nxe4 Nxe4 Bf5 Qa4 Bxe4 Bxe4 a6 b4 Rxd1+ Rxd1 Rd8 Qc2 Be7 h4 Nf8 Bf5 g6 Bh3 Rxd1+ Qxd1 Ne6 Bxe6 fxe6 Qd3 Qd8 Qxd8+ Bxd8 Kg2 e4 Bd4 Bc7 g4 Kf7 h5 gxh5 gxh5 Bf4 e3 Bc7 Kh3 a5 a3 a4 Kg4 e5 Bb2 Kf6 Bc3 h6 Bb2 Ke6 Bc3 b6 cxb6 Bxb6 Bb2 c5 bxc5 Bxc5 f3 exf3 Kxf3 Kf5 e4+ Kg5 Bxe5 Bxa3 Bc3 Kxh5 e5 Kg6 Ke4 Bc1 Bb4 a3 Bxa3 Bxa3 Kf3 Bb2 Kg2 Bxe5 Kh1 Kf5 Kg1 Kg4 Kh1 Kh3 Kg1 Bh2+ Kh1 h5,draw,stalemate,A46,Indian Defense: Wade-Tartakower Defense,0 days 00:05:05.213000,61
xC8cOIqB,Fourdiesel,dimke1997,2331,2392,2017-10-17 18:39:37.892000+00:00,2017-10-17 18:45:12.406000+00:00,d4 Nf6 Nf3 g6 Nc3 Bg7 e4 d6 Bd3 O-O Be3 Bg4 h3 Bxf3 Qxf3 Nc6 O-O-O Nd7 Ne2 e5 d5 Nd4 Nxd4 exd4 Bd2 c5 Qg3 Nb6 Bf4 c4 Be2 c3 Bxd6 Re8 b3 Rxe4 Bf3 Re8 Rhe1 Rxe1 Rxe1 d3 cxd3 a5 Qf4 a4 Re7 f5 Rxg7+ Kxg7 Be5+ Kg8 b4 Rc8 Bd4 Qe7 Qe5 Qxe5 Bxe5 Kf7 Kc2 Rd8 d6 Ke6 Bd4 Rxd6 Bc5 Nc8 Bxb7 Rd7 Bxc8,white,resign,B08,Pirc Defense: Classical Variation,0 days 00:05:34.514000,35
