game_id,white_player,black_player,white_elo,black_elo,game_started_at,game_ended_at,moves,winner,status,eco,name_of_opening,game_duration,num_of_moves
18lA4PPt,dimke1997,Godfroi,2576,2597,2023-02-25 13:40:12.682000+00:00,2023-02-25 13:43:55.517000+00:00,e4 c5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d3 Qc7 h3 e5 Be3 Be6 Nc3 h6 b3 O-O-O Qe2 g5 Nd2 Qa5 Na4 g4 h4 Nh5 g3 Bg7 Nxc5 Nf4 Qf1 b6 Nxe6 Nxe6 Qe2 h5 O-O Nf4 gxf4 exf4 Bxf4 Bxa1 Rxa1 f5 Nc4 Qc3 Re1 fxe4 Qxe4 Qf6 Bg5 Qf3 Qxf3 gxf3 Bxd8 Rxd8 Ne5 c5 Nxf3 Rf8 Ng5 Rf4 Re4,white,resign,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0 days 00:03:42.835000,31
GDncKnwW,dimke1997,voraylk,2595,2588,2023-02-25 12:45:45.798000+00:00,2023-02-25 12:50:44.308000+00:00,d4 e6 c4 Bb4+ Bd2 Bxd2+ Qxd2 Nf6 Nc3 d5 e3 O-O Nf3 Qe7 cxd5 exd5 Bd3 Nc6 a3 Bg4 Be2 a6 O-O Na7 Rac1 c6 Ne5 Bxe2 Nxe2 Nb5 Nf4 Nd6 Nfd3 Nfe4 Qc2 f6 Nf3 a5 a4 g5 Nc5 h5 Rb1 h4 b4 axb4 Rxb4 Ra7 Rfb1 Kg7 Nd2 Nxd2 Qxd2 Rf7 Qb2 Ne4 Rxb7 Rxb7 Qxb7 Nxc5 Qxe7 Rxe7 dxc5 Ra7 Rb6 Rxa4 h3 Ra1+ Kh2 Ra2 Rxc6 Rxf2 Rd6 Re2 Rxd5 Rxe3 c6 Rc3 Rd7+ Kg6 c7 Kf5 Re7 Rc1 Rd7 Ke6 Rh7 Kd6 Rf7 Ke5 Re7+ Kf4 Rd7 f5 Rd4+ Ke5 Rd7 g4 hxg4 fxg4 Rg7 Kf5 Rf7+ Kg6 Rf4 Kg5 Rf7 g3+ Kh3 Rh1#,black,mate,A40,Kangaroo Defense,0 days 00:04:58.510000,55
MJTa7gzC,dimke1997,Nadigraj,2606,2756,2023-02-09 17:40:11.553000+00:00,2023-02-09 17:44:55.698000+00:00,d4 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 a6 e4 b5 f4 b4 Nb1 Nf6 Nd2 g6 Ngf3 Bg7 Bd3 O-O O-O Re8 Kh1 Nbd7 a4 Nb6 a5 c4 Bb1 c3 axb6 cxd2 Bxd2 Nxe4 Bxe4 Rxe4 Qc2 Re7 Bxb4 Qxb6 Bc3 Bb7 f5 Bxc3 Qxc3 Bxd5 f6 Re3 Rxa6 Qxa6 Qxe3 Qxf1+,black,resign,A40,Horwitz Defense,0 days 00:04:44.145000,27
jmvjOfbL,dimke1997,Attila76,2618,2595,2022-10-02 08:26:27.910000+00:00,2022-10-02 08:31:39.126000+00:00,e4 e6 d3 d5 Qe2 Ne7 Nf3 h6 h4 g6 g3 Bg7 Bg2 O-O O-O f5 c3 fxe4 dxe4 c6 Bf4 Nd7 Nbd2 Nf6 e5 Nh5 Be3 Nf5 Bc5 Rf7 Nd4 Nfxg3 fxg3 Nxg3 Qg4 Nxf1 Rxf1 Rxf1+ Nxf1 Qe8 Nf3 Qf7 Bd6 Bd7 Ne3 Kh7 Kh2 b6 Kg3 c5 Bf1 Bf8 Bd3 Kg7 c4 d4 Ng2 Bxd6 exd6 e5 Nxe5 Bxg4 Nxf7 Kxf7 Kxg4 Rd8 Be4 Rxd6 Bd5+ Kf6 Nf4 h5+ Kf3 Ke5 Nd3+ Kf5 Be4+ Kf6 Kf4 Re6 b3 Re7 Nf2 Re5 Nh3 Re8 Ng5 Kg7 Nf3 Kf6 Ng5 Re7 Bd3 Re3 Ne4+ Kg7 Bf1 Re1 Bd3 Rd1 Nf2 Rd2 Kf3 Rxa2 Ne4 Rb2 Nd6 Rxb3 Ke4 a5 Nc8 a4,black,resign,C00,French Defense: King's Indian Attack,0 days 00:05:11.216000,56
QDNQPJ9a,Thepossimpible,dimke1997,2497,2622,2022-09-30 00:40:22.032000+00:00,2022-09-30 00:46:10.759000+00:00,d4 Nf6 c4 g6 g3 Bg7 Bg2 O-O Nc3 d6 Nf3 c6 O-O Bf5 Nh4 Be6 d5 cxd5 cxd5 Bd7 e4 Na6 Be3 Ng4 Bd4 Ne5 Rc1 Rc8 f4 Nc4 Bxg7 Kxg7 Qd4+ Kg8 e5 Qb6 Qxb6 axb6 b3 Ne3 Rfe1 Nxg2 Nxg2 Rc5 exd6 Rfc8 dxe7 Rxc3 Rxc3 Rxc3 e8=Q+ Bxe8 Rxe8+ Kg7 Re7 Nc5 b4 Nd3 d6 Rc1+ Ne1 Nxe1 d7 Rd1 d8=Q Rxd8 Rxe1 Rd4 a3 Rd3 Re7 Rxa3 Rxb7 Ra2 Rxb6 h5 b5 Rb2 h3 Kg8 Kf1 Kg7 h4 Kg8 f5 Kg7 fxg6 fxg6 Rb8 Kf6 b6 Kf5 b7 Kg4 Rg8 Rxb7 Rxg6+ Kf3 Ke1 Re7+ Kd2 Rd7+ Kc3 Rd8 Rg5 Rd7 Kc4 Rd8 Kc5 Rd1 Kc6 Rd2 Rxh5 Kxg3 Rh7 Kg4 h5 Kg5 h6 Rh2 Rh8 Rxh6+ Rxh6 Kxh6,draw,draw,E62,"King's Indian Defense: Fianchetto Variation, Larsen Defense",0 days 00:05:48.727000,62
qYFG2UkI,dimke1997,Thepossimpible,2626,2495,2022-09-30 00:34:06.925000+00:00,2022-09-30 00:40:10.966000+00:00,d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O Nc6 Nc3 a6 d5 Na5 b3 b5 Nxb5 axb5 Bxb5+ Bd7 Bxd7+ Qxd7 dxe6 Qxd1 exf7+ Kxf7 Rxd1 Nxb3 Rb1 Nxc1 Rdxc1 Rxa2 Rb7+ Kg6 h3 Bd6 g4 h6 Nh4+ Kh7 Nf5 Bf8 Rxc5 Ra4 Rcc7 Rg8 f3 Kh8 e4 g6 e5 gxf5 exf6 Rg6 Rc6 fxg4 fxg4 Rf4 Rbb6 h5 Kg2 hxg4 Kg3 Rf3+ Kg2 Rxh3 Rb8 Kg8 f7+ Kxf7 Rxg6 Kxg6 Rxf8 Kg5 Rg8+ Kf4 Rf8+ Kg5 Ra8 Kf4 Ra4+ Kg5 Ra2 Kh4 Rc2 Rg3+ Kh2 Rf3 Rc8 Rh3+ Kg2 Rg3+,draw,draw,D26,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation",0 days 00:06:04.041000,47
46uURbJe,the_forgotten20,dimke1997,2582,2615,2022-09-30 00:28:52.582000+00:00,2022-09-30 00:32:53.021000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 c5 d5 O-O Nf3 e6 Be2 exd5 cxd5 Bg4 O-O Na6 Re1 Nd7 h3 Bxf3 Bxf3 Re8 Kh1 Nc7 a4 a6 a5 Rb8 Be3 b5 axb6 Rxb6 Qc2 Rb4 Bf2 Qb8 Ra2 Nb5 Nxb5 Qxb5 Re2 c4 Bg4 Nc5 Bxc5 Qxc5 Rxa6 h5 Rc6 Qb5 Bd7 Rxb2 Qxb2 Bxb2 Bxe8 c3 Rc8 Qa6 Bd7+ Kg7 Re1 Qb7,black,outoftime,E77,"King's Indian Defense: Four Pawns Attack, Normal Attack",0 days 00:04:00.439000,33
AvqaCnTq,eldaruralsk,dimke1997,2522,2606,2022-09-20 06:25:48.207000+00:00,2022-09-20 06:29:24.783000+00:00,d4 Nf6 Nc3 e6 Bg5 d5 e3 Be7 Qf3 O-O g4 c5 Nge2 Nc6 O-O-O b5 Nxb5 Rb8 Nec3 a6 Na3 Qb6 Na4 Qb4 Bxf6 Bxf6 g5 Be7 Bd3 Qxa4 Qh5 g6 Qh6 Rd8 dxc5 Qb4 Nb1 Qxb2+ Kd2 Qg7 Qh4 e5 Nc3 Be6 Qa4 Nb4 c6 Rbc8 h4 e4 Bxa6 Rxc6 Bb5 Qxc3+,black,resign,A45,Indian Defense,0 days 00:03:36.576000,27
k4AYlrup,MrTarrasch,dimke1997,2573,2595,2022-09-18 21:19:53.516000+00:00,2022-09-18 21:20:58.025000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bc4 e6 Bb3 a6 Rg1 Bd7 g4 Nxd4 Qxd4 Bc6 g5 Nd7 Be3 b5 O-O-O a5 a4 bxa4 Nxa4 Rb8 f4 Rb4,black,resign,B88,"Sicilian Defense: Sozin Attack, Leonhardt Variation",0 days 00:01:04.509000,16
OrGfSlcX,dimke1997,Nadigraj,2601,2783,2022-09-18 08:27:20.329000+00:00,2022-09-18 08:33:00.699000+00:00,e4 c5 Nf3 d6 Bb5+ Nd7 O-O a6 Bxd7+ Bxd7 d4 cxd4 Nxd4 Rc8 b3 e5 Nf5 Bxf5 exf5 Qd7 Qd3 Ne7 f6 gxf6 c4 d5 Rd1 Qc6 Nd2 d4 Ne4 f5 Ng3 Rg8 f4 h5 Qe2 e4 Nxh5 d3 Qe3 Ng6 Bb2 Be7 Re1 Nh4 Ng7+ Kf8 Rad1 Rxg7 Bxg7+ Kxg7 Qg3+ Qg6 Qh3 Bc5+ Kh1 Rh8,black,resign,B51,Sicilian Defense: Moscow Variation,0 days 00:05:40.370000,29
vz9amxNF,prof28,dimke1997,2517,2618,2022-09-18 08:01:34.106000+00:00,2022-09-18 08:07:20.099000+00:00,d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d6 e4 O-O Be2 e5 d5 a5 Bg5 h6 Bh4 Na6 O-O Bd7 Nd2 Qe8 b3 Nh7 a3 h5 f3 Bh6 Rb1 Be3+ Kh1 f5 exf5 gxf5 b4 axb4 axb4 Kh8 c5 Qg6 c6 Bc8 Nc4 Bd4 Nb5 Rg8 g3 Ba7 Nxa7 Rxa7 f4 bxc6 dxc6 Be6 fxe5 d5 Ne3 Nb8 b5 Ra3 Qc1 Ra2 Bf3 f4 Ng2 fxg3 hxg3 Qf5 Rb2 Qh3+ Kg1 d4 Rxa2 Bxa2 Qf4 d3 Rd1 Be6 Rxd3 Qf5 Qxf5 Bxf5 Rd4 Ng5 Bxg5 Rxg5 Kf2 Be6 Nf4 Rxe5 Rd8+,white,outoftime,E92,"King's Indian Defense: Petrosian Variation, Stein Defense",0 days 00:05:45.993000,45
l6l7eIp5,dimke1997,ega2006,2619,2579,2022-09-13 18:52:11.305000+00:00,2022-09-13 18:55:57.892000+00:00,d4 Nf6 Nf3 g6 c4 Bg7 g3 O-O Bg2 d6 O-O Nbd7 Nc3 e5 e4 exd4 Nxd4 Re8 h3 Nc5 Re1 Bd7 Bf4 h6 Qc2 Nfxe4 Nxe4 Bxd4 Bxh6 Rxe4 Bxe4 Qf6 Bg2 Bxb2 Rab1 Bc3 Re3 Bf5 Qxc3 Qxc3 Rxc3 Bxb1 Be3 Bxa2 Bxc5 dxc5 Bxb7 Rb8 Bd5 Rb2 Ra3 Rc2 Rxa7 Bxc4 Bxc4 Rxc4 Rxc7 Rc2 h4 Kg7 Kg2 Rc3 Rc6 Kf8 Rc7 Kg7 Rc6 Kf8 Rc7 Kg7 Rc6 Kf8 Rc7 Kg7 Rc6 Kf8 Rc7 Kg7,draw,draw,E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",0 days 00:03:46.587000,39
5Zdm6gq9,PushyDiscovery,dimke1997,2530,2637,2022-09-13 18:45:46.136000+00:00,2022-09-13 18:52:06.885000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 e6 Qd2 a6 O-O-O Bd7 f3 Be7 Kb1 Qc7 g4 h5 gxh5 Nxh5 h4 b5 Bxe7 Nxe7 Rg1 Ng6 Qg5 Nhf4 Bxb5 axb5 Ndxb5 Bxb5 Nxb5 Qa5 Nxd6+ Kf8 Qxa5 Rxa5 Nc8 Ke8 Rd2 Ra8 Nb6 Rb8 Rgd1 Rxh4 Nc4 Rh3 a4 Rxf3 a5 Ne7 Ne5 Re3 a6 Ra3 Rh1 Neg6 Nc6 Rxa6 Nxb8 Rb6 Nd7 Rb5 Rhd1 Ke7 c4 Rb4 e5 Rxc4 Nb6 Rc7 Rf1 Rb7 Na4 Nd5 Re1 Ngf4 Kc2 g5 Nc3 g4 Nxd5+ Nxd5 Rg1 Rb4 Kc1 Rc4+ Rc2 Re4 Rcg2 Rxe5 Rxg4 Ne3 R4g3 Rc5+ Kd2 Nd5 Ke2 f5 Ra3 Kd6 Ra7 Nc3+ bxc3 Re5+ Kd3 Rd5+ Kc2 Ke5 Ra6 f4 Rxe6+,white,outoftime,B67,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation",0 days 00:06:20.749000,58
naCSwkHb,the_forgotten20,dimke1997,2614,2623,2022-09-13 18:39:30.895000+00:00,2022-09-13 18:45:02.052000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 c5 d5 O-O Nf3 e6 Be2 exd5 cxd5 Re8 Nd2 Na6 O-O Nc7 a4 Rb8 Bf3 a6 a5 Nb5 Re1 Bd7 Nc4 Nxc3 bxc3 Bb5 Nb6 Nd7 Nxd7 Qxd7 Bb2 b6 axb6 Rxb6 Ra2 Bc4 Ra4 Rxb2 Rxc4 Qb5 Qa4 f5 e5 dxe5 fxe5 Rxe5 Rxe5 Bxe5 Qxb5 Rxb5 g3 Bd6 Ra4 a5 c4 Rb4 Rxa5 Rxc4 Ra8+ Kf7 Ra7+ Kf6 Rxh7 Be5 Rd7 Bd4+ Kg2 Rc2+ Kh1 c4 Rc7 c3 d6 Rd2 d7 Be5 Rc6+ Ke7,black,outoftime,A69,"Benoni Defense: Four Pawns Attack, Main Line",0 days 00:05:31.157000,43
bwkE3n0s,dimke1997,MarathonGo2700,2639,2609,2022-09-10 13:33:39.540000+00:00,2022-09-10 13:39:32.584000+00:00,d4 d5 c4 e6 Nc3 f5 g3 Nf6 Bg2 c6 Nf3 Bd6 O-O Nbd7 Qc2 Ne4 Rb1 O-O b4 Ndf6 b5 Bd7 Bf4 Bxf4 gxf4 Rc8 bxc6 Bxc6 c5 Qa5 Nxe4 dxe4 Ne5 Bd5 e3 a6 Rfc1 Rc7 Rb6 Rfc8 Rcb1 Qxa2 R1b2 Qa5 Bf1 Nd7 Rd6 Nxe5 fxe5 Qe1 Rb1 Qa5 Bc4 Rxc5 dxc5 Rxc5 Rxd5 exd5 Bxd5+ Kf8 Qb3 Rxd5 Qxb7 Rxe5 Qb8+ Re8 Qd6+ Kg8 Rb7 Qe1+ Kg2 Qe2 Qd5+ Kh8 Qxf5 h6 h4 Qd1 Qg6 Qf3+ Kg1 Rg8 Rf7 Qd1+ Kg2 Qd5 Rf5 Qd7 Rh5 Qe7 Kh2 a5 Rxa5 Qc7+ Kg2 Qxa5,black,outoftime,D31,Queen's Gambit Declined: Queen's Knight Variation,0 days 00:05:53.044000,48
LrAsPj0F,Marblemaster,dimke1997,2571,2626,2022-09-10 11:07:32.056000+00:00,2022-09-10 11:12:24.508000+00:00,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nf6 Re1 Nc6 c3 e6 d4 cxd4 cxd4 d5 exd5 Nxd5 Ne5 Nxe5 dxe5 Bc5 Qg4 O-O Bh6 f5 exf6 Rxf6 Be3 Nxe3 fxe3 Raf8 Nc3 Qd2 h3 Bxe3+ Kh1 Rg6 Qe2 Rf2 Qxd2 Bxd2 Re2 Rgxg2 Rxf2 Rxf2 Ne4 Re2 Nd6 b6 Nb5 a6 Nd4 Re4 Nf3 Bf4 Rd1 Be3 Rd7 h6 Kg2 Bc5 Kg3 Kh7 a3 a5 h4 Kg6 h5+ Kxh5 Rxg7 Bd6+ Kf2 Rg4 Rd7 Bc5+ Ke2 Rg2+ Kd3 Rxb2 Ne5 Rb3+ Kc4 Rxa3 Rh7 Re3 Nf7 Kg6,black,resign,B52,"Sicilian Defense: Moscow Variation, Main Line",0 days 00:04:52.452000,45
ByFC1Z8U,dimke1997,nextchamp,2611,2591,2022-09-09 22:12:19.400000+00:00,2022-09-09 22:17:29.021000+00:00,d4 d6 Nf3 g6 g3 Bg7 Bg2 c5 O-O cxd4 Nxd4 Qb6 Nb3 a5 Nc3 a4 Nd5 Qd8 Nd4 Nf6 c4 O-O Nxf6+ Bxf6 Be3 a3 b3 Nc6 Nxc6 bxc6 Bxc6 Bh3 Re1 Rc8 Bf3 Bxa1 Qxa1 f6 Rd1 Qd7 Qd4 Qf5 g4 Qe5 Qxe5 fxe5 Bd5+ Kg7 f3 h5 Kf2 Bxg4 Rg1 e6 Be4 Bf5 Bb7 Rc7 Ba6 d5 Bc1 Ra8 Bb5 Rb8 Bxa3 Ra7 Bd6 Rxb5 Bxe5+ Kf7 cxb5 Rxa2 b6,white,resign,A41,Queen's Pawn Game,0 days 00:05:09.621000,36
IwhWgcj3,dimke1997,Lightlike,2596,2564,2022-09-04 22:15:32.774000+00:00,2022-09-04 22:20:42.375000+00:00,d4 d5 c4 e6 Nc3 Be7 Nf3 Nf6 Bg5 h6 Bh4 O-O e3 b6 Qb3 Bb7 Bxf6 Bxf6 cxd5 exd5 Rd1 c6 Be2 Re8 O-O Qd6 Rd2 Nd7 Rc1 Nf8 Qd1 Ne6 Ne1 g6 Nd3 Bg7 g3 Rad8 Bf3 Ng5 Bg2 Bc8 Nf4 h5 Qa4 a5 Qb3 Qb8 Na4 b5 Nc5 Bg4 Ncd3 Qd6 Rdc2 Rc8 Rc5 Bf3 Qc2 Bxg2 Kxg2 Qe7 Ne1 h4 Nxd5 h3+ Kg1 Qe6 Nf4 Qxa2 Rxg5 Bh6 Rc5 Bxf4 gxf4 Qe6 Rg5 c5 dxc5 Rcd8 Nf3 Qc6 Ne5 Qd5 Nxg6 Qf3 Nh4+,white,resign,D58,Queen's Gambit Declined: Tartakower Defense,0 days 00:05:09.601000,43
F5tvVtnZ,evilhamburger,dimke1997,2562,2580,2022-09-04 15:52:10.233000+00:00,2022-09-04 15:56:57.555000+00:00,d4 Nf6 Nf3 g6 Nbd2 Bg7 e4 d6 Bc4 O-O O-O Nc6 Re1 e5 dxe5 Nxe5 Nxe5 dxe5 Bd3 c6 Nf3 Qc7 Bg5 h6 Bh4 Re8 Qd2 Nh5 Rad1 b5 Bf1 Be6 Qd6 Qxd6 Rxd6 Rac8 Bg3 Nxg3 hxg3 Bf8 Rd2 f6 Red1 Bb4 c3 Be7 b3 a5 c4 b4 Nh4 Kf7 f4 Bc5+ Kh2 exf4 gxf4 Be3 Rd7+ Bxd7 Rxd7+ Re7 Rxe7+ Kxe7 Nxg6+ Kf7 f5 Rd8 Kg3 Rd2 Kf3 Bd4 Be2 Rxa2 c5 Rc2 Nf4 a4 bxa4 b3 Bd3 Rxc5 Ne6 Rc3 Ke2 Be5 Bb1 b2 Ba2 Ra3 Nd8+ Ke7 Nxc6+ Kd6 Nb4 Rxa2 Nxa2 b1=Q,black,resign,A48,East Indian Defense,0 days 00:04:47.322000,49
rm0dad8E,sotirakis,dimke1997,2652,2558,2022-09-04 14:32:21.918000+00:00,2022-09-04 14:36:49.943000+00:00,e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 Be3 Nd4 Qd2 Qa5 f4 Nh6 h3 f5 Nf3 O-O O-O Bd7 Rae1 Rae8 Ng5 Nf7 Nxf7 Rxf7 exf5 gxf5 Bxb7 Rb8 Bg2 Rxb2 Bxd4 Bxd4+ Kh1 Qxc3 Qe2 Qxc2 Qf3 Qxg2+ Qxg2 Rxg2 Kxg2 Bc6+ Kh2 Bd5 a4 e6 Rb1 Kg7 g4 e5 Kg3 fxg4 Kxg4 e4 dxe4 Bxe4 Rb8 c4 Rd1 Bc5 h4 c3 Rc1 c2 Re8 d5 h5 Be3 Rxe4 Bxc1 Re2 Bd2,black,resign,B26,Sicilian Defense: Closed,0 days 00:04:28.025000,38
UxIk1NJU,dimke1997,Aliburhan,2550,2461,2022-05-02 10:14:30.160000+00:00,2022-05-02 10:19:38.809000+00:00,d4 Nf6 Nf3 e6 c4 b6 a3 Bb7 Nc3 d5 Bg5 Be7 Bxf6 Bxf6 cxd5 exd5 Qa4+ c6 Rd1 O-O g3 Nd7 Bh3 b5 Qc2 Nb6 O-O Nc4 Rfe1 Re8 e4 a6 e5 Be7 e6 fxe6 Bxe6+ Kh8 Qf5 Nxb2 Rd2 Nc4 Rde2 Bf6 h4 Nxa3 Ng5 Bxg5 hxg5 Rf8 Qh3 Bc8 f4 Qb6 Bxc8 Qxd4+ Kh1 Qxc3 Bf5 Rxf5 Qxf5 Rg8 Re3 Qb4 Re8 Nc2 Rxg8+ Kxg8 Qe6+ Kf8 Qe8#,white,mate,E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",0 days 00:05:08.649000,35
NAHdIB6R,Aliburhan,dimke1997,2466,2542,2022-05-02 10:08:10.064000+00:00,2022-05-02 10:14:27.757000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 h3 O-O Bg5 c5 d5 b5 cxb5 a6 a4 Qa5 Bd2 axb5 Nxb5 Qb6 f3 Ba6 Rb1 Nbd7 Qc2 Rfb8 h4 Ne8 Nh3 Ne5 Be2 c4 Nf2 Nc7 Nxc7 Qxc7 O-O Rb3 Bc3 Qb6 Rbd1 Nd3 Bxg7 Kxg7 Bxd3 cxd3 Qd2 Rxb2 Qc3+ Kg8 Rd2 Rxd2 Qxd2 Rc8 Rc1 Rxc1+ Qxc1 Qd4 Qd2 Qxa4 h5 Qc2 Qa5 Qc8 Qd2 gxh5 Nxd3 Bxd3 Qxd3 Qc1+ Kh2 h4 Qe2 Qf4+ Kh1 Qg3 Qc2 h3 gxh3 Qxf3+ Qg2+ Qxg2+ Kxg2 Kg7 Kf3 Kf6 Kf4 e5+ Kg4 Kg6 Kh4 h5 Kg3 Kg5 Kg2 f5 Kh2 Kf4,black,outoftime,E71,King's Indian Defense: Makogonov Variation,0 days 00:06:17.693000,50
dihZJqpp,dimke1997,KamranShirazi,2551,2545,2022-04-09 18:37:12.992000+00:00,2022-04-09 18:42:22.488000+00:00,d4 e6 c4 c5 d5 exd5 cxd5 b5 e4 Nf6 Bxb5 Qa5+ Nc3 Bd6 Nf3 Nxe4 Qe2 f5 O-O O-O Nxe4 fxe4 Ng5 Qc7 Qh5 h6 Nxe4 Be5 d6 Qb7 Qxe5 Qxb5 Qd5+ Kh7 Qxa8 Bb7 Qxa7 Bxe4 Be3 Nc6 Qxc5 Qxb2 a4 Rf5 Qc4 Qe5 Rfe1 Bd5 Qc2 Nb4 Qd2 Qe4 f3 Rxf3 gxf3 Qxf3 Rf1 Qh1+ Kf2 Qg2+ Ke1 Nc2+ Kd1 Nxe3+ Qxe3 Qxf1+ Qe1 Qd3+ Qd2 Bb3+ Kc1 Qc4+ Kb2 Bxa4 Ra3 Bc6 Qd3+ Qxd3 Rxd3 Kg6,black,outoftime,A40,Horwitz Defense,0 days 00:05:09.496000,40
1OBD2nvS,dimke1997,SEP-Gabriel,2562,2514,2022-04-02 14:26:06.179000+00:00,2022-04-02 14:31:32.521000+00:00,d4 e6 c4 f5 Nf3 Nf6 g3 b6 Bg2 Bb7 O-O Be7 Nc3 O-O d5 Qc8 Bf4 h6 Rc1 a6 Nd4 c5 Nf3 exd5 cxd5 d6 Re1 b5 e4 fxe4 Nxe4 Nxe4 Rxe4 Bf6 Qd2 Qd7 Rce1 a5 Re6 Ra6 Bh3 a4 Kg2 Qd8 Bf5 Bc8 Bg6 Bxe6 Rxe6 b4 h4 a3 b3 Bc3 Qe3 Rb6 h5 Na6 Nh4 Bf6 Nf5 Nc7 Bxh6 Nxe6 dxe6 Rb7 e7 Rxe7 Nxe7+ Qxe7,black,resign,A84,Dutch Defense: Classical Variation,0 days 00:05:26.342000,35
KPnCKYJR,SEP-Gabriel,dimke1997,2507,2574,2022-04-02 14:20:45.400000+00:00,2022-04-02 14:26:01.756000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be2 e5 Nb3 Be7 Be3 O-O O-O a5 a4 Nb4 f3 Be6 Nb5 d5 c3 Nc6 exd5 Nxd5 Bf2 Bh4 Bc5 Be7 Bf2 Bg5 Nc5 Ne3 Qxd8 Nxd8 Nxe6 Nxe6 Bxe3 Bxe3+ Kh1 Nf4 Bc4 Rac8 Bb3 Rfd8 Rad1 Nd3 Rb1 Nf2+ Kg1 Rd2 Rfe1 Bb6 Kf1 Rcd8 Re2 e4 Nd4 Rxe2 Kxe2 Nd3 fxe4 Bxd4 cxd4 Rxd4 Ke3 Rd7 Bd5 Nb4 Rd1 Kf8 Kd4 Ke7 Rd2 f5 Re2 fxe4 Rxe4+ Kd8 Re5 Kc7 Kc5,white,outoftime,B59,Sicilian Defense: Boleslavsky Variation,0 days 00:05:16.356000,42
WPGrBPbC,JelenaZ,dimke1997,2612,2580,2022-02-15 00:14:15.375000+00:00,2022-02-15 00:16:27.870000+00:00,e4 c5 d4 cxd4 c3 Nf6 e5 Nd5 Qxd4 e6 Bc4 Nc6 Qe4 f5 Qe2 Nb6 Bb3 Be7 f4 O-O Nf3 Na5 O-O Nxb3 axb3 d5 b4 Bd7 Nd4 a5 bxa5 Nc4 b4 b6 a6 b5 Nd2 Qb6 Nxc4 dxc4 Be3 Qc7 Ra5,white,resign,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",0 days 00:02:12.495000,21
mMkuWEBi,dimke1997,JelenaZ,2572,2618,2022-02-15 00:11:17.363000+00:00,2022-02-15 00:13:59.910000+00:00,d4 Nf6 c4 d6 Nf3 Bf5 g3 g6 Bg2 Bg7 O-O O-O Nh4 Bc8 Nc3 e5 Nf3 Nc6 dxe5 dxe5 Bg5 Be6 Qc1 Qc8 Rd1 Nd7 b4 f6 Bh6 Bxc4 Bxg7 Kxg7 b5 Ne7 Bh3 f5 e4 Be6 Nd5 Bxd5 exd5 e4 Ng5 Ne5 Qc3,white,resign,E62,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",0 days 00:02:42.547000,22
IpiEpaBV,P0lydamas,dimke1997,2550,2580,2022-02-13 00:09:37.494000+00:00,2022-02-13 00:10:59.186000+00:00,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bb5 Nd4 Bd3 d6 Nxd4 cxd4 Ne2 Nf6 Nxd4 Nxe4 Bxe4 Bxd4 Qf3 O-O c3 Bg7 Bxb7 Bxb7 Qxb7 Qa5 O-O Rab8 Qf3 e5 f5 e4 Qxe4 Rfe8 Qf3 d5 d4,white,resign,B23,Sicilian Defense: Grand Prix Attack,0 days 00:01:21.692000,19
DdRXBgbi,dimke1997,Ooups,2573,2546,2022-02-09 22:12:44.988000+00:00,2022-02-09 22:15:49.345000+00:00,d4 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 Ne7 e4 a6 a4 Ng6 f4 Be7 Nf3 Bg4 Be2 Nd7 O-O O-O h3 Bxf3 Bxf3 Bf6 Be3 Re8 g4 Bxc3 bxc3 Nf6 Qd3 Qe7 Rae1 Nh4 Bh1 Nxe4 Bc1 f5 gxf5 Nxf5 Bxe4 g6 Bxf5,white,resign,A40,Horwitz Defense,0 days 00:03:04.357000,22
